No,商品名,サブ,色番,カテゴリID,カテゴリ名,色カテゴリ,,,,表示名
162,ネイルホリック パーティーフレーク,,SP021,3540,Party flake,金/銀,Party flake,,
163,ネイルホリック パーティーフレーク,,SP022,3540,Party flake,金/銀,Party flake,,
164,ネイルホリック パーティーフレーク,,SP023,3540,Party flake,金/銀,Party flake,,
165,ネイルホリック パーティーフレーク,,SP024,3540,Party flake,金/銀,Party flake,,
166,ネイルホリック パーティーフレーク,,SP025,3540,Party flake,金/銀,Party flake,,
167,ネイルホリック パーティーフレーク,,SV026,3540,Party flake,金/銀,Party flake,,
168,ネイルホリック パーティーフレーク,,GD027,3540,Party flake,金/銀,Party flake,,
169,ネイルホリック パステルスノー,,GY050,3530,Pastel snow,グレー,Pastel snow,,
170,ネイルホリック パステルスノー,,WT051,3530,Pastel snow,白/黒,Pastel snow,,
171,ネイルホリック パステルスノー,,PU150,3530,Pastel snow,紫,Pastel snow,,
172,ネイルホリック パステルスノー,,OR250,3530,Pastel snow,オレンジ,Pastel snow,,
173,ネイルホリック パステルスノー,,YE550,3530,Pastel snow,黄,Pastel snow,,
174,ネイルホリック パステルスノー,,GR750,3530,Pastel snow,緑,Pastel snow,,
175,ネイルホリック パステルスノー,,PK850,3530,Pastel snow,ピンク,Pastel snow,,
176,ネイルホリック パステルスノー,,PK851,3530,Pastel snow,ピンク,Pastel snow,,
177,ネイルホリック パステルスノー,,BE852,3530,Pastel snow,ベージュ,Pastel snow,,
178,ネイルホリック パステルスノー,,BL950,3530,Pastel snow,青,Pastel snow,,
179,ネイルホリック フローズンシュガー,,WT060,3520,Frozen sugar,白/黒,Frozen sugar,,
180,ネイルホリック フローズンシュガー,,OR260,3520,Frozen sugar,オレンジ,Frozen sugar,,
181,ネイルホリック フローズンシュガー,,YE561,3520,Frozen sugar,黄,Frozen sugar,,
182,ネイルホリック フローズンシュガー,,GR760,3520,Frozen sugar,緑,Frozen sugar,,
183,ネイルホリック フローズンシュガー,,PK860,3520,Frozen sugar,ピンク,Frozen sugar,,
184,ネイルホリック フローズンシュガー,,BL961,3520,Frozen sugar,青,Frozen sugar,,
185,ネイルホリック ファーモード,,GY070,3550,Fur mode,グレー,Fur mode,,
186,ネイルホリック ファーモード,,WT071,3550,Fur mode,白/黒,Fur mode,,
187,ネイルホリック ファーモード,,BR370,3550,Fur mode,茶,Fur mode,,
188,ネイルホリック ファーモード,,BR371,3550,Fur mode,茶,Fur mode,,
189,ネイルホリック ファーモード,,BE372,3550,Fur mode,ベージュ,Fur mode,,
190,ネイルホリック ファーモード,,BE373,3550,Fur mode,ベージュ,Fur mode,,
191,ネイルホリック ２４＿７,,BE380,4000,24_7シリーズ,ベージュ,24_7,,
192,ネイルホリック ２４＿７,,BE381,4000,24_7シリーズ,ベージュ,24_7,,
193,ネイルホリック ２４＿７,,BE382,4000,24_7シリーズ,ベージュ,24_7,,
194,ネイルホリック ２４＿７,,BE383,4000,24_7シリーズ,ベージュ,24_7,,
195,ネイルホリック ２４＿７,,BE384,4000,24_7シリーズ,ベージュ,24_7,,
